playerTag,cards,averageElixir
#2Y0RPPVCJ,"['Royal Ghost', 'Skeleton Barrel', 'Dart Goblin', 'Rascals', 'Wall Breakers', 'Vines', 'Barbarian Barrel', 'Bomb Tower']",3.125
#LCPP98U9G,"['Wall Breakers', 'Dart Goblin', 'Boss Bandit', 'Suspicious Bush', 'Spear Goblins', 'Fire Spirit', 'Ice Spirit', 'The Log']",2.375
#YPJGUGRP0,"['Bats', 'Zap', 'Giant', 'Knight', 'Mini P.E.K.K.A', 'Minion Horde', 'Sparky', 'Arrows']",3.75
#2QGUG88JU,"['Princess', 'Elite Barbarians', 'Tesla', 'Bats', 'Electro Wizard', 'Prince', 'Mega Knight', 'Executioner']",4.5
#PJVUCYU0,"['Hunter', 'Royal Recruits', 'Musketeer', 'Mini P.E.K.K.A', 'Royal Hogs', 'Skeletons', 'Fireball', 'Barbarian Barrel']",3.875
#L8V82JY0V,"['Cannon', 'Ice Spirit', 'Musketeer', 'Mighty Miner', 'Barbarian Barrel', 'Earthquake', 'Hog Rider', 'Skeletons']",2.75
#8LUV82L9J,"['Skeleton Barrel', 'Dart Goblin', 'Arrows', 'Suspicious Bush', 'Mega Knight', 'Minions', 'Skeleton King', 'Goblin Gang']",3.5
#Q0UVCQLL8,"['Goblin Barrel', 'Dart Goblin', 'Goblin Gang', 'Ice Spirit', 'Valkyrie', 'Cannon', 'The Log', 'Princess']",2.75
#8L0YUC2PP,"['Goblin Giant', 'Zap', 'Sparky', 'Elite Barbarians', 'Dark Prince', 'Electro Wizard', 'Heal Spirit', 'Rage']",3.875
#PVQ8R9RQC,"['Royal Ghost', 'Mortar', 'Miner', 'Minions', 'Goblin Gang', 'Cannon Cart', 'Arrows', 'Rascals']",3.625
#28022PYGC,"['Wall Breakers', 'Skeletons', 'Dart Goblin', 'Electro Spirit', 'Ice Spirit', 'Berserker', 'Goblin Cage', 'Bats']",2.0
#Q9UURPUGP,"['Royal Giant', 'Royal Ghost', 'Hunter', 'Electro Spirit', 'Barbarian Barrel', 'Skeletons', 'Fireball', 'Fisherman']",3.0
#2QLRVVLGC,"['Skeletons', 'Mortar', 'Knight', 'Archer Queen', 'Royal Delivery', 'Hog Rider', 'Earthquake', 'The Log']",3.125
#L0Y2CPVQ,"['Witch', 'Baby Dragon', 'Mini P.E.K.K.A', 'Elixir Collector', 'Battle Healer', 'Vines', 'Golem', 'Barbarian Barrel']",4.5
#LCC8Q90R8,"['Archers', 'Tesla', 'Knight', 'Skeletons', 'X-Bow', 'Fireball', 'The Log', 'Electro Spirit']",3.0
#J8VVU282,"['Battle Ram', 'Royal Recruits', 'Skeleton King', 'Mother Witch', 'Fireball', 'Fisherman', 'Zappies', 'Arrows']",4.125
#Q80U2UUUQ,"['Knight', 'Goblin Barrel', 'Princess', 'The Log', 'Electro Spirit', 'Inferno Tower', 'Rocket', 'Goblin Gang']",3.25
#Q208VRGJ8,"['Giant Snowball', 'Musketeer', 'Skeletons', 'Barbarian Barrel', 'Ice Golem', 'Miner', 'Balloon', 'Bomb Tower']",2.875
#PYCYUC9G0,"['Tesla', 'Archers', 'Fireball', 'Electro Spirit', 'X-Bow', 'Skeletons', 'Knight', 'The Log']",3.0
#U98U22QQP,"['Royal Recruits', 'Wall Breakers', 'Mighty Miner', 'Suspicious Bush', 'Dart Goblin', 'Electro Spirit', 'Arrows', 'Skeletons']",2.875
#PP9U0GYYL,"['Mortar', 'Valkyrie', 'Barbarian Barrel', 'Fireball', 'Goblin Gang', 'Dart Goblin', 'Cannon Cart', 'Skeleton Barrel']",3.5
#U2UP8CR8Y,"['Royal Giant', 'Hunter', 'Monk', 'Electro Spirit', 'Skeletons', 'Barbarian Barrel', 'Fireball', 'Fisherman']",3.25
#90LG9L98,"['Goblin Barrel', 'Royal Recruits', 'Rascals', 'Cannon', 'Goblin Gang', 'Dart Goblin', 'Arrows', 'Lightning']",4.125
#2RYUPRP0J,"['Skeletons', 'Cannon', 'Musketeer', 'The Log', 'Fireball', 'Ice Spirit', 'Hog Rider', 'Ice Golem']",2.625
#VRL2J8LY,"['Mega Knight', 'Firecracker', 'Boss Bandit', 'Goblin Gang', 'Vines', 'Hog Rider', 'Inferno Dragon', 'Zap']",4.0
#P920JGLG2,"['Royal Recruits', 'Goblin Cage', 'Golden Knight', 'Musketeer', 'Royal Hogs', 'Barbarian Barrel', 'Flying Machine', 'Arrows']",4.125
#QJCYV900V,"['Giant Snowball', 'Ice Spirit', 'Lumberjack', 'Ice Golem', 'The Log', 'Musketeer', 'Balloon', 'Skeletons']",2.625
#2V09JR22Y,"['Valkyrie', 'Zap', 'Lava Hound', 'Balloon', 'Fireball', 'Skeleton Dragons', 'Mega Minion', 'Tombstone']",4.0
#CVC89LVJ,"['Baby Dragon', 'Witch', 'Knight', 'Mini P.E.K.K.A', 'Golem', 'Vines', 'Barbarian Barrel', 'Elixir Collector']",4.375
#GUVYCCCLU,"['Valkyrie', 'Tesla', 'Ice Wizard', 'The Log', 'X-Bow', 'Rocket', 'Skeletons', 'Tornado']",3.625
#YL0ULQUL,"['Valkyrie', 'Witch', 'Knight', 'Firecracker', 'Minions', 'Arrows', 'Inferno Dragon', 'Skeleton Barrel']",3.5
#2889QYJ9G,"['Firecracker', 'Tesla', 'Skeletons', 'Fireball', 'Hog Rider', 'Prince', 'Royal Delivery', 'Ice Spirit']",3.125
#LG9LQYJR9,"['Knight', 'Goblin Barrel', 'Goblin Gang', 'Electro Spirit', 'Princess', 'The Log', 'Inferno Tower', 'Rocket']",3.25
#PLL8U9QCV,"['Skeletons', 'Cannon', 'The Log', 'Goblin Gang', 'Ice Golem', 'Fireball', 'Dart Goblin', 'Goblin Barrel']",2.625
#9LPR9PVQ,"['Battle Ram', 'Royal Ghost', 'Mini P.E.K.K.A', 'Musketeer', 'Three Musketeers', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']",3.625
#2Q0J92R0L,"['Witch', 'Mega Knight', 'Mini P.E.K.K.A', 'Musketeer', 'Mirror', 'Firecracker', 'Skeletons', 'Goblin Gang']",3.375
#G8QJCCP0G,"['Mega Knight', 'Firecracker', 'Knight', 'Electro Wizard', 'Arrows', 'Cannon', 'Hog Rider', 'Goblin Gang']",3.75
#G2UG0UP,"['Hunter', 'Dart Goblin', 'Knight', 'Balloon', 'Arrows', 'Electro Giant', 'Skeleton Army', 'Tesla']",4.0
#9QRPYC9PY,"['Mega Knight', 'P.E.K.K.A', 'Firecracker', 'Musketeer', 'Electro Wizard', 'Hog Rider', 'The Log', 'Goblin Barrel']",4.25
#VYYG20RQV,"['Wizard', 'P.E.K.K.A', 'Inferno Tower', 'Goblin Gang', 'Valkyrie', 'Goblin Barrel', 'Dart Goblin', 'Arrows']",4.125
#LYUJLUJ2C,"['Witch', 'Lumberjack', 'Mighty Miner', 'Giant', 'Hog Rider', 'Fireball', 'Mini P.E.K.K.A', 'Zap']",4.0
#L9VJC989V,"['Mega Knight', 'Witch', 'Inferno Dragon', 'Electro Wizard', 'Prince', 'Skeleton Army', 'Fireball', 'Arrows']",4.375
#CLRULYP,"['Firecracker', 'Knight', 'Prince', 'Bats', 'Arrows', 'Golem', 'Night Witch', 'Dart Goblin']",3.875
#9PJQ0VRY,"['Lumberjack', 'Mega Knight', 'Archer Queen', 'Rage', 'Zap', 'Bandit', 'Wall Breakers', 'Prince']",3.75
#PV9QV0CJC,"['Skeleton Barrel', 'Firecracker', 'Mighty Miner', 'Goblin Gang', 'Dart Goblin', 'Arrows', 'Royal Recruits', 'Wall Breakers']",3.5
#GLQLRUR00,"['Mega Knight', 'Inferno Dragon', 'Witch', 'Freeze', 'Bats', 'Inferno Tower', 'Zap', 'Goblin Barrel']",4.0
#90QVPCUC9,"['Dart Goblin', 'Goblin Barrel', 'Musketeer', 'Valkyrie', 'Goblin Gang', 'Ice Spirit', 'Wall Breakers', 'The Log']",2.75
#JJ280RGQJ,"['Valkyrie', 'Wall Breakers', 'Tornado', 'Spear Goblins', 'Miner', 'Magic Archer', 'The Log', 'Bomb Tower']",3.0
#U2LL8LPC,"['Firecracker', 'Goblin Barrel', 'Mirror', 'Valkyrie', 'Goblin Gang', 'Arrows', 'Tesla', 'Princess']",2.875
#9P2YQ929R,"['Skeletons', 'Witch', 'Mini P.E.K.K.A', 'Vines', 'Arrows', 'Wizard', 'Cannon', 'Hog Rider']",3.5
#202J28QYR,"['Hog Rider', 'Musketeer', 'Mighty Miner', 'Electro Spirit', 'Skeletons', 'Cannon', 'Earthquake', 'Barbarian Barrel']",2.75
#RGCCC8PCP,"['Wizard', 'Rocket', 'Minion Horde', 'Electro Giant', 'Zap', 'Elite Barbarians', 'Prince', 'Rage']",4.75
#8V9Y9RUU9,"['Firecracker', 'P.E.K.K.A', 'Goblin Hut', 'Arrows', 'Dart Goblin', 'Cannon Cart', 'Furnace', 'Knight']",4.0
#8P0RYQJL0,"['Knight', 'Tesla', 'Archer Queen', 'Electro Spirit', 'Skeletons', 'Fireball', 'X-Bow', 'The Log']",3.25
#2V00LR22,"['Wall Breakers', 'Dart Goblin', 'Boss Bandit', 'Suspicious Bush', 'Fire Spirit', 'Spear Goblins', 'Ice Spirit', 'The Log']",2.375
#YQQCLPCR2,"['Valkyrie', 'Witch', 'Sparky', 'Skeleton Army', 'Ram Rider', 'Electro Wizard', 'Minion Horde', 'Magic Archer']",4.5
#9UQQC2PVJ,"['Musketeer', 'Lumberjack', 'Electro Wizard', 'Skeleton Barrel', 'Inferno Dragon', 'Arrows', 'Tesla', 'Mega Knight']",4.125
#2VY2GGVLR,"['Goblin Barrel', 'Royal Recruits', 'Rascals', 'Goblin Gang', 'Arrows', 'Lightning', 'Cannon', 'Dart Goblin']",4.125
#QUVPJLYP,"['Royal Recruits', 'Firecracker', 'Giant', 'Dart Goblin', 'Knight', 'Ice Spirit', 'Skeletons', 'Arrows']",3.25
#UPL0U2Q8,"['Knight', 'Skeletons', 'Lava Hound', 'Balloon', 'Arrows', 'Firecracker', 'Inferno Dragon', 'Tesla']",3.75
#C0GJVU9,"['Valkyrie', 'Witch', 'Knight', 'Firecracker', 'Minions', 'Arrows', 'Inferno Dragon', 'Skeleton Barrel']",3.5
#2QLRV0UPP,"['Witch', 'Firecracker', 'Inferno Tower', 'Lightning', 'Electro Wizard', 'Balloon', 'Knight', 'Arrows']",4.25
#Q82CQ2VP8,"['Witch', 'Furnace', 'Skeleton Barrel', 'Knight', 'Cannon', 'Arrows', 'Hog Rider', 'Goblin Gang']",3.5
#YJJG2RJLC,"['Hog Rider', 'Ice Spirit', 'Musketeer', 'Ice Golem', 'Skeletons', 'Fireball', 'The Log', 'Cannon']",2.625
#G22PGY9R0,"['Cannon', 'Bats', 'Golden Knight', 'Spear Goblins', 'Royal Delivery', 'Poison', 'The Log', 'Miner']",2.875
#UGGUYPLVL,"['Mega Knight', 'Dart Goblin', 'Goblin Hut', 'The Log', 'Witch', 'Arrows', 'Archers', 'Bats']",3.625
#8Q2URLR2C,"['Skeleton Army', 'Skeleton Barrel', 'Monk', 'Dart Goblin', 'Minion Horde', 'Ice Golem', 'Vines', 'The Log']",3.25
#990LLRP0,"['Mortar', 'Skeleton Barrel', 'Goblin Gang', 'Skeleton King', 'Minions', 'Lightning', 'Arrows', 'Ice Wizard']",3.625
#8Q2URLR2C,"['Skeleton Army', 'Skeleton Barrel', 'Monk', 'Dart Goblin', 'Minion Horde', 'Ice Golem', 'Vines', 'The Log']",3.25
#990LLRP0,"['Mortar', 'Skeleton Barrel', 'Goblin Gang', 'Skeleton King', 'Minions', 'Lightning', 'Arrows', 'Ice Wizard']",3.625
#8CQLVP8,"['Wizard', 'Giant', 'Knight', 'Mini P.E.K.K.A', 'Zap', 'Prince', 'Arrows', 'Mega Minion']",3.75
#2CVYGPQL8,"['Firecracker', 'Mega Knight', 'Skeleton Barrel', 'Zap', 'Bats', 'Spear Goblins', 'Mini P.E.K.K.A', 'Inferno Dragon']",3.375
#Q0VVJY8CV,"['Royal Hogs', 'Royal Recruits', 'Zappies', 'Flying Machine', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']",4.125
#980J0CGLJ,"['Barbarians', 'Bats', 'Musketeer', 'Giant', 'Goblin Barrel', 'Dark Prince', 'Mini P.E.K.K.A', 'Arrows']",3.75
#RCPU0GYQU,"['Mega Knight', 'Wizard', 'Boss Bandit', 'Sparky', 'Vines', 'Zap', 'Bats', 'Barbarian Barrel']",4.125
#8YYGRVGJ,"['Goblin Giant', 'Royal Recruits', 'Mini P.E.K.K.A', 'Executioner', 'Witch', 'Lightning', 'Arrows', 'Flying Machine']",5.0
#JLLC9UV,"['P.E.K.K.A', 'Zap', 'Fireball', 'Mini P.E.K.K.A', 'Electro Wizard', 'Baby Dragon', 'The Log', 'Bandit']",3.75
#8RYYCUVCU,"['Goblin Barrel', 'Tesla', 'Skeletons', 'Royal Delivery', 'The Log', 'Dark Prince', 'Rocket', 'Ice Spirit']",3.0
#9YV00LCC9,"['Mega Knight', 'Valkyrie', 'Balloon', 'Firecracker', 'Tesla', 'Vines', 'Rage', 'Skeleton Army']",3.875
#9L0PYLLQL,"['Goblin Cage', 'Lumberjack', 'Musketeer', 'Zap', 'Skeleton Army', 'Prince', 'Hog Rider', 'Freeze']",3.75
#CCYCPGPJL,"['Valkyrie', 'Mega Knight', 'Witch', 'Poison', 'The Log', 'Tesla', 'Arrows', 'Guards']",4.0
#2VGYJ90GR,"['Goblin Barrel', 'Ice Spirit', 'Rocket', 'Princess', 'The Log', 'Inferno Tower', 'Goblin Gang', 'Knight']",3.25
#GRVVYJLY,"['Witch', 'Knight', 'Mini P.E.K.K.A', 'Inferno Tower', 'Tornado', 'Lava Hound', 'Guards', 'Mega Minion']",4.125
#2PPYR2RRV,"['Archers', 'Mega Knight', 'Knight', 'Ice Wizard', 'Prince', 'Arrows', 'Electro Spirit', 'Inferno Dragon']",3.625
#CL2YLGPL0,"['Valkyrie', 'Skeleton Army', 'Hog Rider', 'Electro Wizard', 'The Log', 'Arrows', 'Magic Archer', 'Inferno Tower']",3.625
#GGUC8VYP0,"['P.E.K.K.A', 'Inferno Dragon', 'Mini P.E.K.K.A', 'Prince', 'Electro Wizard', 'Wizard', 'The Log', 'Rage']",4.125
#YUUQ2CY2C,"['Witch', 'Giant Snowball', 'Mini P.E.K.K.A', 'Giant', 'Graveyard', 'Bowler', 'Arrows', 'Minions']",4.0
#9JUJVYQU9,"['Valkyrie', 'Wall Breakers', 'Skeleton Barrel', 'Dart Goblin', 'Elite Barbarians', 'The Log', 'Fireball', 'Inferno Tower']",3.625
#8VU9CJC8,"['Lumberjack', 'Executioner', 'Mini P.E.K.K.A', 'Musketeer', 'Arrows', 'Guards', 'Dark Prince', 'Balloon']",4.0
#GJV990R8Q,"['Mega Knight', 'Lumberjack', 'Valkyrie', 'Electro Wizard', 'Arrows', 'Wizard', 'Hog Rider', 'Inferno Tower']",4.5
#P8J2J9L2,"['P.E.K.K.A', 'Zap', 'Archer Queen', 'Ice Wizard', 'Cannon Cart', 'Arrows', 'Ram Rider', 'Guards']",4.125
#Q02VPCPYJ,"['Firecracker', 'Valkyrie', 'Royal Ghost', 'Dart Goblin', 'Skeletons', 'Hog Rider', 'The Log', 'Witch']",3.125
#2JVR02920,"['Firecracker', 'Cannon', 'Mighty Miner', 'Electro Spirit', 'The Log', 'Dark Prince', 'Earthquake', 'Dart Goblin']",2.875
#29R2JYVYG,"['Valkyrie', 'Baby Dragon', 'Mega Minion', 'Balloon', 'Fireball', 'Lava Hound', 'Tombstone', 'Vines']",4.125
#9CC2RYPUG,"['P.E.K.K.A', 'Firecracker', 'Musketeer', 'Goblin Gang', 'Mirror', 'Zap', 'Inferno Tower', 'Hog Rider']",3.5
#2YUPQGQU,"['Royal Ghost', 'P.E.K.K.A', 'Bandit', 'Electro Wizard', 'Zap', 'Minions', 'Battle Ram', 'Poison']",3.75
#8GLP90Q9,"['Mega Knight', 'Tesla', 'Sparky', 'Rocket', 'Elite Barbarians', 'Witch', 'Three Musketeers', 'Arrows']",5.75
#9PQQ2PPYL,"['Skeletons', 'Mortar', 'Knight', 'Fireball', 'Dart Goblin', 'Minions', 'Skeleton Barrel', 'Barbarian Barrel']",2.875
#22R88PYVV,"['Tornado', 'Firecracker', 'Executioner', 'P.E.K.K.A', 'Electro Wizard', 'Fireball', 'The Log', 'Hog Rider']",4.0
#J2LJCR8P,"['Firecracker', 'Valkyrie', 'Freeze', 'Hog Rider', 'Goblin Gang', 'Fireball', 'Skeleton Army', 'Inferno Tower']",3.75
#8J2298JVQ,"['P.E.K.K.A', 'Firecracker', 'Goblinstein', 'Balloon', 'Arrows', 'Tesla', 'Executioner', 'Rage']",4.25
#8VLYQ2R0,"['Mega Knight', 'Furnace', 'Goblin Barrel', 'Mirror', 'Poison', 'Arrows', 'Goblin Gang', 'Tesla']",3.5
#2PY89CGQ,"['Firecracker', 'P.E.K.K.A', 'Lightning', 'Baby Dragon', 'Arrows', 'Minions', 'Dart Goblin', 'Skeleton Army']",4.0
#2PLPGG8L0,"['Executioner', 'Giant Skeleton', 'Hog Rider', 'Mini P.E.K.K.A', 'Goblin Gang', 'Inferno Tower', 'Lightning', 'Arrows']",4.5
#8JG9VLJU0,"['Firecracker', 'Valkyrie', 'Arrows', 'Hog Rider', 'P.E.K.K.A', 'Furnace', 'Inferno Tower', 'Electro Wizard']",4.25
#29QG8Q0C2,"['Firecracker', 'Mega Knight', 'Dark Prince', 'Minions', 'Arrows', 'Wizard', 'Hog Rider', 'Mini P.E.K.K.A']",4.125
#P9CU9CYGR,"['Valkyrie', 'Firecracker', 'Musketeer', 'Goblin Gang', 'Tesla', 'Prince', 'Arrows', 'Elixir Golem']",3.625
#PRP8P2JPQ,"['Witch', 'Knight', 'Little Prince', 'Magic Archer', 'Firecracker', 'Ram Rider', 'Skeleton Army', 'Princess']",3.625
#YY8UV0GP,"['Valkyrie', 'Firecracker', 'Elixir Golem', 'Night Witch', 'Goblin Curse', 'Mirror', 'Poison', 'Skeleton Army']",2.875
#2PLLV0VRC,"['Witch', 'Valkyrie', 'Arrows', 'Firecracker', 'Giant Skeleton', 'Minion Horde', 'Inferno Tower', 'Clone']",4.25
#2CGJ9V2CV,"['Firecracker', 'Knight', 'Cannon', 'Hog Rider', 'Electro Wizard', 'Lightning', 'Skeleton Army', 'The Log']",3.5
#PUJ8008Y,"['Witch', 'Wizard', 'P.E.K.K.A', 'Freeze', 'Skeleton Army', 'Wall Breakers', 'Valkyrie', 'Arrows']",4.125
#RJ89Q8J2,"['Executioner', 'P.E.K.K.A', 'Firecracker', 'Electro Wizard', 'The Log', 'Hog Rider', 'Fireball', 'Tornado']",4.0
#8Q0R2Q88C,"['Mega Knight', 'Witch', 'Spirit Empress', 'Musketeer', 'Tombstone', 'Bandit', 'Electro Wizard', 'Arrows']",4.375
#UJP8R0QLG,"['Witch', 'Mega Knight', 'Prince', 'The Log', 'Arrows', 'Valkyrie', 'Inferno Dragon', 'Firecracker']",4.125
#V0LPYCJPC,"['Giant Snowball', 'Skeletons', 'Musketeer', 'Balloon', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Bomb Tower']",2.875
#9VGCJ0RGQ,"['Royal Recruits', 'Firecracker', 'Hunter', 'Freeze', 'Executioner', 'Balloon', 'Guards', 'Arrows']",4.25
#2GV2RJPPP,"['Firecracker', 'Skeletons', 'Mighty Miner', 'Inferno Tower', 'The Log', 'Hog Rider', 'Arrows', 'Goblin Barrel']",3.125
#UR29YCRCL,"['Mega Knight', 'Witch', 'Golden Knight', 'Firecracker', 'Wizard', 'Rage', 'Arrows', 'Prince']",4.25
#28CPU9Y8P,"['Valkyrie', 'Firecracker', 'Elixir Golem', 'Night Witch', 'Mirror', 'Arrows', 'Poison', 'Skeleton Army']",3.0
#UJ80U9J29,"['Mega Knight', 'Goblin Barrel', 'Wizard', 'Firecracker', 'Valkyrie', 'Zap', 'Inferno Tower', 'Skeleton Army']",4.0
#GVJY2UG,"['Witch', 'Firecracker', 'Knight', 'Mini P.E.K.K.A', 'Skeleton Barrel', 'Mega Knight', 'Arrows', 'Goblin Gang']",3.875
#QVUPCU0VU,"['Firecracker', 'Tesla', 'Ice Spirit', 'Skeletons', 'The Log', 'Hog Rider', 'Fireball', 'Valkyrie']",2.875
#8CC92QRR,"['Valkyrie', 'Lumberjack', 'Inferno Tower', 'Fire Spirit', 'Zap', 'Hog Rider', 'Witch', 'Fireball']",3.625
#8GYLVR8Q,"['Royal Recruits', 'Phoenix', 'Mini P.E.K.K.A', 'Poison', 'The Log', 'Tornado', 'Furnace', 'Goblin Gang']",3.875
#90PGRGUC2,"['Mortar', 'Skeleton Barrel', 'Archer Queen', 'Knight', 'The Log', 'Fireball', 'Minions', 'Skeletons']",3.125
#CQQJY9PR,"['Goblin Giant', 'Zap', 'Mini P.E.K.K.A', 'Electro Wizard', 'Rage', 'Dark Prince', 'Sparky', 'Minions']",3.875
#Y9QYJJP,"['Goblin Barrel', 'Knight', 'Tesla', 'Rascals', 'Dart Goblin', 'Princess', 'Goblin Gang', 'The Log']",3.25
#QR8LL8LY,"['Firecracker', 'Goblin Barrel', 'Mega Knight', 'Witch', 'Prince', 'Electro Wizard', 'Fireball', 'The Log']",4.125
#GRLVU98P2,"['Knight', 'Tesla', 'The Log', 'Skeletons', 'Miner', 'Royal Delivery', 'Rocket', 'Electro Spirit']",2.875
#Y80JY0V,"['Mega Knight', 'Witch', 'Hog Rider', 'Valkyrie', 'Inferno Tower', 'Firecracker', 'Arrows', 'Fireball']",4.375
#2YYQJ9Q88,"['Witch', 'P.E.K.K.A', 'Firecracker', 'Zap', 'Knight', 'Mega Minion', 'Berserker', 'Wizard']",3.75
#9L9JYR9GQ,"['Firecracker', 'Knight', 'Goblinstein', 'Ice Spirit', 'Balloon', 'Poison', 'Tesla', 'Barbarian Barrel']",3.375
#GU2CRC8L2,"['Firecracker', 'P.E.K.K.A', 'Hog Rider', 'Mini P.E.K.K.A', 'Tornado', 'Electro Wizard', 'Executioner', 'Arrows']",4.125
#9YCCPP0Q,"['Royal Giant', 'Hunter', 'Skeletons', 'Lightning', 'Royal Ghost', 'Fisherman', 'The Log', 'Electro Spirit']",3.25
#9U92YUC0Q,"['Valkyrie', 'Lumberjack', 'Witch', 'Zap', 'Fire Spirit', 'Inferno Tower', 'Hog Rider', 'Fireball']",3.625
#82QCU2JC,"['Royal Giant', 'Executioner', 'Knight', 'Mini P.E.K.K.A', 'Bomber', 'Rage', 'Fireball', 'Zap']",3.5
#PC0889GL,"['Cannon', 'Firecracker', 'Electro Spirit', 'Skeletons', 'Hog Rider', 'Valkyrie', 'Dart Goblin', 'Mega Knight']",3.25
#GU2V8JQG,"['Wizard', 'Valkyrie', 'Golden Knight', 'Lumberjack', 'Fire Spirit', 'Skeleton Army', 'Minion Horde', 'Prince']",3.875
#CUCR082PG,"['Valkyrie', 'Witch', 'Arrows', 'Zap', 'Inferno Tower', 'Hog Rider', 'Lumberjack', 'Skeleton Army']",3.75
#Y2G92RL,"['Mega Knight', 'Witch', 'Skeleton Barrel', 'Tesla', 'Arrows', 'Dart Goblin', 'Royal Delivery', 'Mini P.E.K.K.A']",4.0
#88G88LUVR,"['Mortar', 'Firecracker', 'Mighty Miner', 'The Log', 'Ice Golem', 'Zap', 'Skeletons', 'Ice Spirit']",2.375
#GLRYP02GG,"['Mega Knight', 'Firecracker', 'Mini P.E.K.K.A', 'Arrows', 'Hunter', 'Minions', 'Zap', 'Sparky']",4.0
#8JV9RCGRC,"['Wizard', 'Mega Knight', 'Skeleton Army', 'Giant Skeleton', 'Miner', 'Lumberjack', 'Mirror', 'Balloon']",4.125
#QG9YVPRL0,"['Firecracker', 'Furnace', 'Tornado', 'The Log', 'Fireball', 'Electro Giant', 'Skeletons', 'Tesla']",3.5
#909QC0CQ,"['Firecracker', 'Mega Knight', 'Tesla', 'Lightning', 'Mini P.E.K.K.A', 'Hog Rider', 'Musketeer', 'Arrows']",4.375
#Q0YYR9QL2,"['Archers', 'Tesla', 'Knight', 'Skeletons', 'Electro Spirit', 'The Log', 'Fireball', 'X-Bow']",3.0
#J8GGQVYR2,"['Giant Snowball', 'Goblin Cage', 'Musketeer', 'Boss Bandit', 'Barbarian Barrel', 'Vines', 'Spirit Empress', 'Ram Rider']",4.0
#2LPLJ0JGJ,"['Knight', 'Witch', 'Skeleton Army', 'Electro Wizard', 'Hog Rider', 'Goblin Barrel', 'Arrows', 'The Log']",3.375
#L8QUQ9RYQ,"['Mega Knight', 'Archers', 'Valkyrie', 'Mini P.E.K.K.A', 'Magic Archer', 'Arrows', 'Firecracker', 'Inferno Dragon']",4.0
#VUCGP0R9,"['Mega Knight', 'Inferno Dragon', 'Knight', 'Bats', 'Miner', 'Goblin Gang', 'Skeleton Barrel', 'Zap']",3.375
#8CCPU9JVL,"['Knight', 'Spear Goblins', 'Miner', 'Bats', 'Wall Breakers', 'Bomb Tower', 'Poison', 'The Log']",2.75
#QG2GVL0V9,"['Electro Dragon', 'Mega Knight', 'Knight', 'Elixir Golem', 'Arrows', 'Firecracker', 'Bats', 'Rage']",3.5
#QJYVV82V,"['Firecracker', 'Mega Knight', 'Mini P.E.K.K.A', 'Zap', 'Tesla', 'Goblin Gang', 'Skeleton Barrel', 'Fireball']",3.75
#8CQ290QLU,"['Mega Knight', 'Witch', 'Musketeer', 'Skeletons', 'Lightning', 'Bats', 'Arrows', 'Suspicious Bush']",3.75
#8Y98C8CL,"['Royal Recruits', 'Firecracker', 'Mini P.E.K.K.A', 'Goblin Gang', 'Valkyrie', 'Arrows', 'Skeleton Barrel', 'Poison']",3.875
#8GLQCJYUR,"['Firecracker', 'Royal Recruits', 'Skeleton Barrel', 'Cannon', 'Valkyrie', 'Arrows', 'Barbarian Barrel', 'Mini P.E.K.K.A']",3.625
#J0G0U8J9P,"['Valkyrie', 'Bats', 'Void', 'Magic Archer', 'Mother Witch', 'Inferno Tower', 'The Log', 'Prince']",3.625
#PJ9GUPR,"['Baby Dragon', 'Skeleton Army', 'Golem', 'Rage', 'Arrows', 'Three Musketeers', 'Elixir Collector', 'Minion Horde']",5.0
#20LPVJ0C,"['Lumberjack', 'Royal Recruits', 'Poison', 'The Log', 'Arrows', 'Inferno Tower', 'Skeleton Barrel', 'Electro Wizard']",4.0
#RQ92L8U,"['Dart Goblin', 'Mortar', 'Bowler', 'P.E.K.K.A', 'Arrows', 'Cannon Cart', 'Skeleton Barrel', 'Goblin Gang']",4.125
#GQGYCPVVQ,"['Bats', 'Inferno Dragon', 'Giant', 'Prince', 'Dark Prince', 'The Log', 'Fireball', 'Ram Rider']",3.875
#P98GP029G,"['Furnace', 'Mega Knight', 'Wizard', 'Goblin Barrel', 'Skeleton Army', 'Arrows', 'The Log', 'Barbarian Barrel']",3.625
#8GGLJ9Y9,"['Valkyrie', 'Lumberjack', 'Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Magic Archer', 'Fireball', 'Bandit']",4.25
#YJRLLUQ9C,"['Mega Knight', 'Witch', 'Valkyrie', 'Zap', 'Rage', 'Electro Wizard', 'Balloon', 'Ice Spirit']",3.75
#892JYU8U,"['Electro Dragon', 'Inferno Dragon', 'Knight', 'Battle Healer', 'Elixir Golem', 'Arrows', 'Elite Barbarians', 'Tornado']",3.875
#RPJVV2PV8,"['Mega Knight', 'Baby Dragon', 'Little Prince', 'Mini P.E.K.K.A', 'Zap', 'Skeletons', 'Electro Wizard', 'The Log']",3.375
#V8QGQJ0,"['Barbarians', 'Witch', 'Zap', 'Minions', 'Arrows', 'Goblin Gang', 'Giant Skeleton', 'Rage']",3.625
