playerTag,cards,averageElixir
#9L9Y9QGCG,"['Mega Knight', 'Skeleton Army', 'Sparky', 'Magic Archer', 'Mini P.E.K.K.A', 'Electro Wizard', 'Ram Rider', 'Tornado']",4.5
#20989JJGU,"['Knight', 'Goblin Barrel', 'Royal Delivery', 'Dart Goblin', 'Skeleton Barrel', 'The Log', 'Skeletons', 'Inferno Tower']",2.875
#9Y88CVRR0,"['Firecracker', 'Valkyrie', 'Archer Queen', 'Tombstone', 'Lightning', 'Royal Delivery', 'Golem', 'Arrows']",4.375
#2GQQL2JR8,"['Barbarians', 'Zap', 'Lava Hound', 'Balloon', 'Skeleton Dragons', 'Mega Minion', 'Tombstone', 'Fireball']",4.125
#9J892VPQL,"['Goblin Barrel', 'Valkyrie', 'Musketeer', 'Ice Spirit', 'Tesla', 'Dart Goblin', 'Skeletons', 'The Log']",2.75
#LYUCYPURY,"['Valkyrie', 'Witch', 'Wizard', 'Fireball', 'Elite Barbarians', 'Elixir Golem', 'Guards', 'Inferno Tower']",4.375
#9YPLY2VG9,"['Tesla', 'Archers', 'Knight', 'Skeletons', 'Ice Spirit', 'X-Bow', 'Fireball', 'The Log']",3.0
#P00YLJV8G,"['Valkyrie', 'Musketeer', 'Monk', 'Tornado', 'Baby Dragon', 'Hog Rider', 'The Log', 'Bomber']",3.5
#U8QPP90GP,"['Valkyrie', 'Skeletons', 'Witch', 'The Log', 'Hog Rider', 'Inferno Dragon', 'Mega Knight', 'Vines']",3.75
#YRUPRQ0,"['Inferno Dragon', 'Electro Dragon', 'Knight', 'Magic Archer', 'Night Witch', 'Golem', 'Arrows', 'Goblin Barrel']",4.25
#9JGL0PJQU,"['Valkyrie', 'Witch', 'Knight', 'Graveyard', 'Goblin Hut', 'Poison', 'Vines', 'Barbarian Barrel']",3.75
#YPJUGLVY,"['Baby Dragon', 'Electro Dragon', 'Musketeer', 'Flying Machine', 'Arrows', 'Battle Healer', 'Golem', 'Tornado']",4.375
#9GYLUQL9Y,"['Skeleton Barrel', 'Wizard', 'Skeleton Army', 'Mega Knight', 'Arrows', 'Goblin Cage', 'Mega Minion', 'Miner']",3.875
#Y0U00GJVG,"['Skeletons', 'Bats', 'Archer Queen', 'Knight', 'Electro Wizard', 'Arrows', 'Rage', 'Sparky']",3.25
#RL0CJR0LV,"['Tesla', 'Witch', 'Zap', 'Fisherman', 'Royal Giant', 'Fireball', 'Hog Rider', 'Dart Goblin']",3.875
#LPCR2YY00,"['Mega Knight', 'Witch', 'Mini P.E.K.K.A', 'Valkyrie', 'Vines', 'Arrows', 'Skeleton Barrel', 'Dart Goblin']",4.0
#VY2ULL2RP,"['Witch', 'Firecracker', 'Mini P.E.K.K.A', 'Knight', 'Hog Rider', 'Mega Knight', 'Electro Wizard', 'The Log']",4.0
#GGU9G8RVG,"['Tesla', 'Skeletons', 'Monk', 'Firecracker', 'Berserker', 'Arrows', 'Rocket', 'The Log']",3.25
#8UC98CVU9,"['Electro Dragon', 'Goblin Giant', 'Mini P.E.K.K.A', 'Rage', 'Minion Horde', 'Skeleton Army', 'Sparky', 'Arrows']",4.25
#R8Y9ULP0,"['Royal Recruits', 'Cannon', 'Mighty Miner', 'Musketeer', 'Goblins', 'Barbarian Barrel', 'Skeleton Barrel', 'Arrows']",3.5
#9GR9QG8QR,"['Bats', 'Mega Knight', 'Bandit', 'Mini P.E.K.K.A', 'Zap', 'Vines', 'Tombstone', 'Arrows']",3.375
#9G9CGGL0,"['Goblin Barrel', 'Wizard', 'Giant Snowball', 'The Log', 'Skeletons', 'Tornado', 'Ice Spirit', 'Prince']",2.75
#PUUCVQQYU,"['Executioner', 'Lumberjack', 'Wizard', 'Freeze', 'Elite Barbarians', 'Balloon', 'Witch', 'Baby Dragon']",4.75
#CJVUQUVG,"['Mega Knight', 'Dart Goblin', 'Mini P.E.K.K.A', 'Arrows', 'Zap', 'Inferno Dragon', 'Sparky', 'Electro Wizard']",4.125
#YJPU2YL8,"['Firecracker', 'Cannon', 'Mighty Miner', 'Electro Spirit', 'Skeletons', 'Hog Rider', 'Earthquake', 'Barbarian Barrel']",2.625
#UVVQU2PVR,"['Valkyrie', 'Firecracker', 'Golden Knight', 'Mini P.E.K.K.A', 'Sparky', 'Prince', 'Skeleton Army', 'Electro Wizard']",4.125
#8008898GY,"['Archers', 'Tesla', 'X-Bow', 'Knight', 'Skeletons', 'Fireball', 'The Log', 'Electro Spirit']",3.0
#URY8R28V2,"['Witch', 'Valkyrie', 'Goblin Barrel', 'Inferno Tower', 'Fireball', 'Giant', 'Skeleton Army', 'Baby Dragon']",4.125
#2VJRC8G0J,"['Goblin Barrel', 'Valkyrie', 'Arrows', 'The Log', 'Dart Goblin', 'Ice Spirit', 'Princess', 'Goblin Gang']",2.75
#8Q20VQVR,"['Royal Giant', 'Zap', 'Knight', 'Musketeer', 'Fisherman', 'Fireball', 'Minions', 'Skeletons']",3.25
#9Y20Q0QL,"['Mega Knight', 'Wizard', 'Inferno Dragon', 'Prince', 'Mini P.E.K.K.A', 'Firecracker', 'Arrows', 'Electro Wizard']",4.375
#CCVVJQG90,"['Mega Knight', 'Firecracker', 'Wizard', 'Dart Goblin', 'Goblin Barrel', 'Mini P.E.K.K.A', 'Elixir Golem', 'Skeleton Army']",3.875
#9J0JVLG0,"['Witch', 'P.E.K.K.A', 'Knight', 'Valkyrie', 'Zap', 'Minion Horde', 'Arrows', 'Lightning']",4.375
#2P0JU8U28,"['Cannon', 'Ice Spirit', 'Musketeer', 'Ice Golem', 'Fireball', 'Hog Rider', 'Skeletons', 'The Log']",2.625
#P8GC9CYR8,"['Electro Dragon', 'Zap', 'Mega Minion', 'Lumberjack', 'Golem', 'Poison', 'Electro Spirit', 'Night Witch']",3.875
#GUVL2UJ8V,"['Tesla', 'Goblin Barrel', 'Rocket', 'The Log', 'Knight', 'Goblin Gang', 'Ice Spirit', 'Princess']",3.125
#Y20VGU8GU,"['Valkyrie', 'Firecracker', 'Mighty Miner', 'Knight', 'Hog Rider', 'The Log', 'Electro Wizard', 'Inferno Dragon']",3.5
#29VQ2UC88,"['Mega Knight', 'Valkyrie', 'Wizard', 'Hog Rider', 'Electro Wizard', 'Skeleton Army', 'Rage', 'Arrows']",4.0
#Y8UY2JRJ2,"['Valkyrie', 'Mega Knight', 'Elite Barbarians', 'Goblin Gang', 'Bats', 'Wizard', 'Arrows', 'The Log']",4.0
#Q889VGRJP,"['Mega Knight', 'Firecracker', 'Boss Bandit', 'Valkyrie', 'Ice Wizard', 'Ice Spirit', 'The Log', 'Zap']",3.5
#L2R22GVUP,"['Firecracker', 'Tesla', 'Musketeer', 'Hog Rider', 'Arrows', 'Fireball', 'Valkyrie', 'Bandit']",3.625
#GQQLUY90Y,"['Witch', 'Mega Knight', 'Bats', 'Wizard', 'Furnace', 'Poison', 'Elixir Golem', 'Archers']",4.125
#U8QV0VQ9R,"['Valkyrie', 'Wizard', 'Skeleton King', 'Golden Knight', 'The Log', 'Prince', 'P.E.K.K.A', 'Goblin Barrel']",4.25
#Y8VJ0GG9G,"['Mega Knight', 'Valkyrie', 'Fireball', 'Elite Barbarians', 'The Log', 'Goblin Gang', 'Bats', 'Royal Delivery']",3.875
#2QYRVYUJ,"['Inferno Dragon', 'Electro Dragon', 'Mini P.E.K.K.A', 'Lumberjack', 'Golem', 'Vines', 'Tornado', 'Bats']",4.125
#V8CCVRGL2,"['Dart Goblin', 'Goblin Barrel', 'The Log', 'Princess', 'Fireball', 'Inferno Tower', 'Hog Rider', 'Knight']",3.375
#9V8CRYCJ,"['Firecracker', 'Witch', 'Mini P.E.K.K.A', 'Guards', 'Rage', 'Giant Skeleton', 'Executioner', 'Ram Rider']",4.125
#9PYJCQPP,"['Mega Knight', 'Electro Dragon', 'Mother Witch', 'Dart Goblin', 'Guards', 'Hog Rider', 'Tornado', 'Cannon']",4.0
#CJRUP0LC2,"['Tesla', 'Mega Knight', 'Knight', 'Vines', 'Valkyrie', 'Rage', 'Witch', 'Balloon']",4.125
#UU9C0GUR,"['Mega Knight', 'Wizard', 'Royal Ghost', 'Suspicious Bush', 'Tesla', 'Spear Goblins', 'Wall Breakers', 'Barbarian Barrel']",3.375
#YJ8J909QV,"['Firecracker', 'Dart Goblin', 'Clone', 'Giant Skeleton', 'Goblin Barrel', 'Arrows', 'Skeleton Barrel', 'Cannon']",3.375
#9GUUG2YC0,"['Wizard', 'Firecracker', 'Tesla', 'Witch', 'Zap', 'The Log', 'Electro Giant', 'Elite Barbarians']",4.25
#289L8V9LL,"['Mega Knight', 'Goblin Cage', 'Tesla', 'Royal Delivery', 'Void', 'Electro Wizard', 'Knight', 'Flying Machine']",4.0
#CPG9L22V8,"['Inferno Dragon', 'Mega Knight', 'Goblin Barrel', 'Arrows', 'Zap', 'Mini P.E.K.K.A', 'Prince', 'Skeleton Army']",3.875
#2VV8PQCY,"['Firecracker', 'Mega Knight', 'Hog Rider', 'Dark Prince', 'Electro Wizard', 'Bandit', 'Zap', 'Goblin Gang']",3.75
#2928UG00,"['Bats', 'Skeletons', 'Skeleton King', 'Giant', 'Arrows', 'Skeleton Dragons', 'Elixir Collector', 'Three Musketeers']",4.25
#8PV8Y0VVC,"['Battle Ram', 'Royal Ghost', 'Magic Archer', 'P.E.K.K.A', 'Poison', 'Electro Wizard', 'Bandit', 'Zap']",3.875
#2QJ2LGV0,"['Electro Dragon', 'Lumberjack', 'Balloon', 'Vines', 'Ice Wizard', 'P.E.K.K.A', 'Barbarian Barrel', 'Arrows']",4.0
#2LCYLPV8,"['Knight', 'Cannon', 'Skeletons', 'Musketeer', 'Hog Rider', 'Ice Spirit', 'Fireball', 'The Log']",2.75
#YLYQ22UU,"['Musketeer', 'Valkyrie', 'Hog Rider', 'Fireball', 'Ice Spirit', 'Cannon', 'The Log', 'Skeletons']",2.875
#LL9VJY9J,"['Cannon', 'Giant Snowball', 'Golden Knight', 'Goblin Drill', 'Poison', 'Goblin Gang', 'Ice Spirit', 'Musketeer']",3.125
#980G92JU,"['Cannon', 'Skeletons', 'Ice Spirit', 'Musketeer', 'Ice Golem', 'Hog Rider', 'The Log', 'Fireball']",2.625
#8RLGCP0CY,"['Bats', 'Wall Breakers', 'Knight', 'The Log', 'Miner', 'Bomb Tower', 'Spear Goblins', 'Poison']",2.75
#8LY09CJ0,"['Electro Dragon', 'Inferno Dragon', 'Battle Healer', 'Elixir Golem', 'Arrows', 'Rage', 'Elite Barbarians', 'Zap']",3.625
#C0J9YG8G0,"['Goblin Cage', 'Royal Recruits', 'Golden Knight', 'Flying Machine', 'Arrows', 'Zappies', 'Barbarian Barrel', 'Electro Spirit']",3.625
#2LQ98PURL,"['Royal Hogs', 'Royal Ghost', 'Skeleton Army', 'Giant Skeleton', 'Fisherman', 'Arrows', 'Mother Witch', 'Zappies']",3.875
#89JJCUV02,"['Lumberjack', 'Mega Knight', 'Electro Spirit', 'Zap', 'Arrows', 'Royal Ghost', 'Inferno Dragon', 'Electro Wizard']",3.5
#89GJ88U0,"['Firecracker', 'Tesla', 'Valkyrie', 'Skeletons', 'Mirror', 'Electro Spirit', 'The Log', 'Hog Rider']",2.375
#JJQ82L8P,"['Witch', 'Giant Snowball', 'Mini P.E.K.K.A', 'Minions', 'Vines', 'Giant', 'Graveyard', 'Bowler']",4.0
#UUC80VVYC,"['Valkyrie', 'Mega Knight', 'Minions', 'Musketeer', 'Arrows', 'Balloon', 'Lumberjack', 'Guards']",4.125
#8VCVY80UY,"['Valkyrie', 'Executioner', 'Lightning', 'P.E.K.K.A', 'Electro Wizard', 'Earthquake', 'Elixir Golem', 'Arrows']",4.375
#2JLCQQGLV,"['Mega Knight', 'Hunter', 'Golden Knight', 'Mini P.E.K.K.A', 'Hog Rider', 'Arrows', 'Dart Goblin', 'Guards']",4.0
#G29PJCLU,"['Mega Knight', 'Archers', 'Mini P.E.K.K.A', 'Arrows', 'Balloon', 'Inferno Dragon', 'Minions', 'Vines']",4.0
#U9C98UGQP,"['Royal Giant', 'Firecracker', 'Monk', 'Giant', 'Cannon', 'The Log', 'Hog Rider', 'Goblin Curse']",3.75
#LURUCPJ2,"['Mega Knight', 'Lumberjack', 'Bats', 'Dart Goblin', 'Magic Archer', 'Bowler', 'Fire Spirit', 'Royal Ghost']",3.625
#9QPRQL2C,"['Lumberjack', 'Valkyrie', 'Inferno Dragon', 'Cannon', 'Balloon', 'Freeze', 'Dart Goblin', 'Prince']",4.0
#C8QQQ80L,"['Firecracker', 'Wall Breakers', 'Mighty Miner', 'Royal Recruits', 'Goblin Gang', 'Skeleton Barrel', 'Dart Goblin', 'Fireball']",3.625
#2QCQ2P9QC,"['Skeleton Barrel', 'Bats', 'Inferno Dragon', 'Arrows', 'Miner', 'Mega Knight', 'Goblin Gang', 'Barbarian Barrel']",3.375
#Q80Q99CPU,"['Royal Giant', 'Goblin Cage', 'Executioner', 'Prince', 'Mega Minion', 'Fireball', 'The Log', 'Fisherman']",4.0
#YQJYUY8,"['Mega Knight', 'Lumberjack', 'Musketeer', 'Skeleton Army', 'Minion Horde', 'Clone', 'Arrows', 'Bomb Tower']",4.125
#GCRPJP2UR,"['Firecracker', 'Mega Knight', 'Baby Dragon', 'Valkyrie', 'Hog Rider', 'Goblin Barrel', 'Electro Wizard', 'The Log']",3.875
#PVG0J82Y,"['Mortar', 'Giant Snowball', 'Musketeer', 'Knight', 'Graveyard', 'Cannon Cart', 'Guards', 'Arrows']",3.625
#9V2Y8LUPJ,"['Mega Knight', 'Electro Dragon', 'Knight', 'Hog Rider', 'Valkyrie', 'Musketeer', 'Ice Wizard', 'Arrows']",4.125
#YR8RLV0,"['Firecracker', 'Lava Hound', 'Inferno Dragon', 'Freeze', 'Balloon', 'Bowler', 'Arrows', 'Mini P.E.K.K.A']",4.375
#29UVV8JPQ,"['Valkyrie', 'Goblin Barrel', 'The Log', 'Princess', 'Goblin Gang', 'Rocket', 'Electro Spirit', 'Inferno Tower']",3.375
#2QJQPL0QC,"['Electro Dragon', 'Mortar', 'The Log', 'Knight', 'P.E.K.K.A', 'Executioner', 'Dart Goblin', 'Inferno Tower']",4.25
#QUYRUCRR,"['Firecracker', 'P.E.K.K.A', 'Mini P.E.K.K.A', 'Knight', 'Minions', 'Princess', 'Wizard', 'Lightning']",4.25
#9YUVJJ8C,"['Firecracker', 'Lumberjack', 'The Log', 'Zappies', 'Prince', 'Tornado', 'Electro Giant', 'Flying Machine']",4.0
#8P8JY8CC,"['Skeletons', 'Inferno Dragon', 'Prince', 'Zap', 'Fireball', 'Minion Horde', 'Elite Barbarians', 'Vines']",3.75
#9JQR2J02,"['Valkyrie', 'Wizard', 'Rocket', 'Elite Barbarians', 'Arrows', 'Hog Rider', 'Inferno Tower', 'Firecracker']",4.5
#U2GJ02P09,"['Mega Knight', 'Firecracker', 'Witch', 'Inferno Dragon', 'Prince', 'Hog Rider', 'Goblin Gang', 'Fireball']",4.375
#PG908YL,"['Skeleton Barrel', 'Dart Goblin', 'Mini P.E.K.K.A', 'Boss Bandit', 'The Log', 'Ice Spirit', 'Minions', 'Electro Spirit']",2.875
#PJYRUCJU,"['Hog Rider', 'Giant', 'Three Musketeers', 'Minion Horde', 'Zap', 'Wizard', 'Arrows', 'Elite Barbarians']",4.875
#8CCYCUU09,"['P.E.K.K.A', 'Bats', 'Goblin Gang', 'Arrows', 'Tornado', 'Hog Rider', 'Executioner', 'Vines']",3.75
#2LGYRRLU,"['Valkyrie', 'Goblin Barrel', 'Fireball', 'Hog Rider', 'Inferno Tower', 'Goblin Gang', 'Electro Wizard', 'The Log']",3.625
#8C2L9RPQV,"['Mega Knight', 'Wizard', 'Zap', 'Witch', 'Prince', 'Hog Rider', 'Minion Horde', 'Skeleton Army']",4.5
#JJPYQCC28,"['Cannon', 'Ice Spirit', 'Royal Delivery', 'Knight', 'The Log', 'Skeletons', 'Princess', 'Rocket']",2.75
#9VCCVGGG,"['Royal Giant', 'Wizard', 'Giant Skeleton', 'Hog Rider', 'Inferno Tower', 'Rocket', 'Arrows', 'Tombstone']",4.75
#2YU2V2CG,"['Valkyrie', 'Dart Goblin', 'Ice Spirit', 'Goblin Barrel', 'Wall Breakers', 'Cannon', 'Goblin Gang', 'Princess']",2.75
#2PQLLPU0,"['Archers', 'Valkyrie', 'Night Witch', 'Archer Queen', 'Fisherman', 'Arrows', 'Lightning', 'Golem']",4.5
#2G8QCUG0J,"['Valkyrie', 'P.E.K.K.A', 'Zap', 'Electro Wizard', 'Lightning', 'Hog Rider', 'Tesla', 'Arrows']",4.25
#2PV2J9CG,"['Valkyrie', 'Royal Giant', 'Musketeer', 'Arrows', 'Mega Knight', 'Mini P.E.K.K.A', 'Zap', 'Fireball']",4.25
#R0L9VLV,"['Dart Goblin', 'Valkyrie', 'Tesla', 'Hog Rider', 'Arrows', 'Giant Snowball', 'Goblin Gang', 'Bowler']",3.5
#C9PCPQQJ,"['Firecracker', 'Mega Knight', 'Mini P.E.K.K.A', 'Knight', 'Electro Wizard', 'Skeleton Barrel', 'The Log', 'Arrows']",3.625
#L0RGR88YY,"['Firecracker', 'Valkyrie', 'Knight', 'Mini P.E.K.K.A', 'The Log', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel']",3.125
#82Y9YGURJ,"['Executioner', 'Valkyrie', 'Minion Horde', 'Inferno Dragon', 'Arrows', 'Balloon', 'Lumberjack', 'Mega Knight']",4.625
#J808GVVCL,"['Royal Giant', 'Royal Recruits', 'Mother Witch', 'Cannon Cart', 'Valkyrie', 'Dart Goblin', 'Arrows', 'Tombstone']",4.375
#2VGRPQGR,"['Mega Knight', 'Inferno Dragon', 'Musketeer', 'Knight', 'Goblin Gang', 'Arrows', 'Lightning', 'Balloon']",4.375
#UG0P888R2,"['Witch', 'Zap', 'Electro Wizard', 'Golden Knight', 'Elite Barbarians', 'Giant Skeleton', 'Bandit', 'Clone']",4.125
#2PYPPV898,"['Firecracker', 'Cannon', 'Mighty Miner', 'Skeletons', 'Ice Spirit', 'Hog Rider', 'The Log', 'Earthquake']",2.625
#VRLYR9CCQ,"['Royal Hogs', 'Cannon', 'Archer Queen', 'Knight', 'Royal Delivery', 'The Log', 'Earthquake', 'Ice Spirit']",3.125
#2RUPLP28C,"['Mega Knight', 'Witch', 'Mini P.E.K.K.A', 'Valkyrie', 'Fireball', 'Wizard', 'Rage', 'Hog Rider']",4.375
#Y8LYU9RJ,"['Valkyrie', 'Baby Dragon', 'Lumberjack', 'Freeze', 'Skeleton Army', 'Balloon', 'Wizard', 'Minion Horde']",4.25
#LJQ8LQUC,"['Firecracker', 'Tesla', 'Suspicious Bush', 'Dart Goblin', 'Guards', 'Minions', 'Lightning', 'Valkyrie']",3.5
#PPRRL92V9,"['Valkyrie', 'Cannon', 'Princess', 'Dart Goblin', 'Goblin Barrel', 'Ice Spirit', 'Goblin Gang', 'The Log']",2.75
#LG8YV8Y9Y,"['Valkyrie', 'Goblin Barrel', 'The Log', 'Goblin Gang', 'Princess', 'Inferno Tower', 'Ice Spirit', 'Rocket']",3.375
#YJ88LPPCL,"['Mega Knight', 'Royal Ghost', 'Valkyrie', 'Hunter', 'Arrows', 'Firecracker', 'Tesla', 'Hog Rider']",4.0
#YUC8VPY,"['Witch', 'P.E.K.K.A', 'Valkyrie', 'Firecracker', 'Fireball', 'Electro Wizard', 'Zap', 'Goblin Barrel']",4.0
#8LUL82G0,"['Valkyrie', 'Goblin Cage', 'Baby Dragon', 'Graveyard', 'Ice Wizard', 'Barbarian Barrel', 'Tornado', 'Poison']",3.625
#2GPQYQCP,"['Goblin Barrel', 'Valkyrie', 'Ice Spirit', 'Princess', 'Wall Breakers', 'Goblin Gang', 'Cannon', 'Dart Goblin']",2.75
#2G8LPPYG9,"['Mega Knight', 'Witch', 'Goblin Barrel', 'Valkyrie', 'Minion Horde', 'Electro Wizard', 'Arrows', 'Prince']",4.5
#GGPV9UJ9P,"['Bomber', 'P.E.K.K.A', 'Goblinstein', 'Rage', 'Hog Rider', 'Arrows', 'Fisherman', 'Royal Ghost']",3.625
#90GV8G98,"['Royal Recruits', 'Wall Breakers', 'Mighty Miner', 'Firecracker', 'Skeleton Barrel', 'Goblin Gang', 'Goblins', 'Arrows']",3.375
#9289LRQ,"['Firecracker', 'Cannon', 'Mighty Miner', 'Hog Rider', 'Electro Spirit', 'Skeletons', 'Earthquake', 'Barbarian Barrel']",2.625
#2YPP29J0,"['Valkyrie', 'Inferno Dragon', 'Lava Hound', 'Balloon', 'Skeleton Dragons', 'Tombstone', 'Vines', 'Arrows']",4.125
#UG8LU2C8,"['Lumberjack', 'Witch', 'Boss Bandit', 'Valkyrie', 'Inferno Dragon', 'Royal Recruits', 'Firecracker', 'Arrows']",4.5
#PYGQ8CRJ,"['Bats', 'Archers', 'Guards', 'Balloon', 'Arrows', 'Tombstone', 'Lava Hound', 'Fireball']",3.75
#PVQQ09R,"['Wall Breakers', 'Royal Ghost', 'Miner', 'Royal Delivery', 'Poison', 'Archer Queen', 'Goblin Hut', 'Barbarian Barrel']",3.25
#CP88YUCJU,"['Mega Knight', 'Witch', 'Hog Rider', 'Mini P.E.K.K.A', 'Firecracker', 'Arrows', 'Electro Wizard', 'Valkyrie']",4.25
#JUGUQPLV9,"['P.E.K.K.A', 'Lumberjack', 'Balloon', 'Ice Wizard', 'Freeze', 'Tornado', 'The Log', 'Goblin Gang']",3.875
#PYU098QJL,"['Royal Giant', 'Bats', 'Night Witch', 'Rascals', 'Rage', 'Giant Skeleton', 'Arrows', 'Goblin Gang']",3.875
#99ULPQ2Y9,"['Valkyrie', 'Wizard', 'Knight', 'Arrows', 'Bomber', 'Hog Rider', 'Fire Spirit', 'Mortar']",3.25
#V0Q0UJGLJ,"['Firecracker', 'Inferno Dragon', 'Musketeer', 'Skeleton Army', 'Zap', 'Giant Skeleton', 'The Log', 'Mirror']",3.0
#8YGLPC8R,"['Knight', 'Baby Dragon', 'Ice Wizard', 'Tornado', 'Tombstone', 'Graveyard', 'Poison', 'Barbarian Barrel']",3.375
#8PU0QQVVC,"['Witch', 'Goblin Barrel', 'Boss Bandit', 'The Log', 'Dart Goblin', 'Inferno Tower', 'Princess', 'Valkyrie']",3.875
#YQRPG8LQ,"['Tesla', 'Valkyrie', 'Musketeer', 'Skeletons', 'X-Bow', 'Electro Spirit', 'Fireball', 'The Log']",3.25
#LU2VCVJR,"['Barbarians', 'Furnace', 'Musketeer', 'Prince', 'Firecracker', 'Suspicious Bush', 'Knight', 'Arrows']",3.625
#8L8QC2JGY,"['Wizard', 'Zap', 'Mini P.E.K.K.A', 'Electro Wizard', 'Giant Skeleton', 'Goblin Barrel', 'Elite Barbarians', 'Arrows']",4.125
#99YL0JGR,"['Valkyrie', 'Mortar', 'Ice Spirit', 'Rocket', 'Ice Wizard', 'Tornado', 'Skeletons', 'The Log']",3.0
#P2PJUY9Q,"['Firecracker', 'Ice Spirit', 'Mini P.E.K.K.A', 'Hog Rider', 'The Log', 'Earthquake', 'Skeletons', 'Ice Golem']",2.5
#GU2LU90CU,"['Inferno Dragon', 'Zap', 'Prince', 'Hog Rider', 'Mega Knight', 'Bats', 'Firecracker', 'Freeze']",3.875
#88RV80LV,"['Valkyrie', 'Tesla', 'Minion Horde', 'Fire Spirit', 'Arrows', 'Goblin Barrel', 'Hog Rider', 'Goblin Gang']",3.375
#2JCL9Y92Y,"['P.E.K.K.A', 'Witch', 'Mini P.E.K.K.A', 'Dart Goblin', 'Mega Minion', 'Cannon', 'Fireball', 'Arrows']",4.0
#LUYY9C92P,"['Mortar', 'Skeletons', 'Mighty Miner', 'Musketeer', 'The Log', 'Hog Rider', 'Electro Spirit', 'Arrows']",2.875
#8LLP2PCVP,"['Wall Breakers', 'Goblin Barrel', 'Cannon', 'Rocket', 'Berserker', 'Dart Goblin', 'Ice Spirit', 'Valkyrie']",3.0
#92GPYJGR2,"['Firecracker', 'Valkyrie', 'Goblin Curse', 'Skeleton Barrel', 'Suspicious Bush', 'Berserker', 'Electro Spirit', 'Cannon']",2.5
#P9R0VYJL9,"['Mega Knight', 'Firecracker', 'Tesla', 'Mini P.E.K.K.A', 'Skeleton Barrel', 'Valkyrie', 'Arrows', 'Guards']",3.875
#PU8V0GYU,"['Electro Dragon', 'Goblin Cage', 'Golem', 'Baby Dragon', 'Night Witch', 'Barbarian Barrel', 'Tornado', 'Lightning']",4.5
#YQV22YUCQ,"['Firecracker', 'P.E.K.K.A', 'Dark Prince', 'Hog Rider', 'Arrows', 'Mega Knight', 'Zap', 'Bats']",4.0
#P9PCVPUV,"['Firecracker', 'Valkyrie', 'Golem', 'Arrows', 'Mini P.E.K.K.A', 'Night Witch', 'Cannon', 'Lightning']",4.375
#9YCUL9Y0,"['Valkyrie', 'Witch', 'Musketeer', 'Hog Rider', 'Zap', 'Ice Spirit', 'Poison', 'Goblin Hut']",3.5
#QP9GYPG2R,"['Mega Knight', 'Skeleton Barrel', 'Musketeer', 'Arrows', 'Witch', 'Goblin Gang', 'Electro Wizard', 'Royal Delivery']",4.0
#JPQPJUL8,"['Goblin Barrel', 'Archers', 'Musketeer', 'Princess', 'Miner', 'Knight', 'Cannon', 'Dart Goblin']",3.125
#UVL2VC9,"['Valkyrie', 'Musketeer', 'Fireball', 'Tesla', 'Ice Spirit', 'X-Bow', 'Skeletons', 'The Log']",3.25
#8UUJP9Y9Q,"['Mega Knight', 'Royal Ghost', 'Musketeer', 'Barbarian Barrel', 'Berserker', 'Goblin Gang', 'Bats', 'Skeleton Barrel']",3.25
#8QQQY9G98,"['Valkyrie', 'Skeletons', 'Electro Wizard', 'Mini P.E.K.K.A', 'Arrows', 'Ice Spirit', 'Giant Skeleton', 'Cannon Cart']",3.5
#LPJYL9LV,"['P.E.K.K.A', 'Witch', 'Monk', 'Mini P.E.K.K.A', 'Electro Wizard', 'Freeze', 'Dark Prince', 'Rocket']",4.875
#GQLPJVL8Q,"['Zap', 'Mega Knight', 'Musketeer', 'Dark Prince', 'Vines', 'Hog Rider', 'Electro Wizard', 'Guards']",3.875
#QR9CJGY0Y,"['P.E.K.K.A', 'Furnace', 'Zap', 'Battle Ram', 'Electro Wizard', 'Dark Prince', 'Royal Ghost', 'Fireball']",4.0
#U2R9QV28R,"['Mega Knight', 'Wizard', 'Bats', 'Goblin Gang', 'Inferno Tower', 'Lightning', 'Royal Hogs', 'Balloon']",4.75
#JQLPJ0UG,"['Firecracker', 'Mega Knight', 'Mini P.E.K.K.A', 'Valkyrie', 'Goblin Gang', 'Hog Rider', 'Fireball', 'Wizard']",4.25
#99JYGURVJ,"['Firecracker', 'Zap', 'Bandit', 'Goblin Gang', 'Tesla', 'Hog Rider', 'Inferno Dragon', 'The Log']",3.125
#PRJRG0PV9,"['Skeleton Barrel', 'Royal Recruits', 'Mother Witch', 'Valkyrie', 'Wall Breakers', 'Goblin Gang', 'Arrows', 'Fireball']",3.75
#CJQULGQLL,"['Wizard', 'Mega Knight', 'Skeleton Army', 'The Log', 'Arrows', 'Inferno Tower', 'Goblin Barrel', 'Mini P.E.K.K.A']",4.0
#LP9GLVUY,"['Tesla', 'Skeletons', 'Knight', 'Ice Spirit', 'Rocket', 'Tornado', 'Ice Wizard', 'The Log']",2.875
#ULJPP0QR0,"['Wizard', 'Valkyrie', 'Knight', 'Arrows', 'Inferno Dragon', 'Hog Rider', 'Fireball', 'Dark Prince']",3.875
#8Y9UQVGP,"['Goblin Barrel', 'Ice Spirit', 'Knight', 'The Log', 'Goblin Gang', 'Inferno Tower', 'Rocket', 'Princess']",3.25
#2QUQQLPL,"['Valkyrie', 'P.E.K.K.A', 'Furnace', 'Battle Ram', 'Dark Prince', 'Electro Wizard', 'Zap', 'Fireball']",4.125
